ALUNO_ID;DESC_ASSUNTO;DT_LANCADO
1.121.043;FALTA AULA DE PROGRESSÃO PARCIAL [-];19.05.0214
1.122.977;APOIO PEDAGÓGICO (FALTA);30.12.1899
1.122.572;NÃO TROUXE O MATERIAL DIDÁTICO [-];30.12.1899
1.122.542;APOIO PEDAGÓGICO;30.12.1899
1.122.856;RECEPÇÃO MARISTA;30.12.1899
1.011.453;FALTA REGULAR MATUTINO [-];30.12.1899
1.121.784;APOIO PEDAGÓGICO (FALTA);30.12.1899
1.121.432;TURMAS OLIMPICAS (FALTA);30.12.1899
120.199;MONITORIA [+];30.12.1899
1.122.699;OBSERVAÇÃO [-];30.12.1899
4.120.144;OBSERVAÇÃO [-];30.12.1899
1.120.106;FALTA REGULAR MATUTINO [-];30.12.1899
1.122.737;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];30.12.1899
1.122.753;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];30.12.1899
120.306;ESPECÍFICA [+];30.12.1899
1.121.276;FALTA REGULAR MATUTINO [-];30.12.1899
1.121.303;FALTA REGULAR MATUTINO [-];30.12.1899
1.121.303;FALTA REGULAR MATUTINO [-];30.12.1899
1.121.492;NÃO FEZ TAREFA [-];30.12.1899
1.122.908;NÃO FEZ TAREFA [-];30.12.1899
1.122.740;NÃO FEZ TAREFA [-];30.12.1899
4.120.225;FALTA AULA DE ESPANHOL [-];30.12.1899
120.473;FALTA NO PRÉ-ENEM [-];30.12.1899
1.122.839;FALTA REGULAR MATUTINO [-];30.12.1899
1.122.168;FALTA NO SIMULADO JUSTIFICADA [N];19.09.2001
1.121.411;FALTA REGULAR MATUTINO [-];30.09.2013
1.121.326;OBSERVAÇÃO [-];23.12.2013
1.122.870;OBSERVAÇÃO [-];23.12.2013
1.121.502;DIREÇÃO [N];26.12.2013
1.121.444;MONITORIA [+];02.01.2014
1.121.444;MONITORIA [+];02.01.2014
1.122.692;MONITORIA [+];02.01.2014
1.122.692;MONITORIA [+];02.01.2014
1.120.143;MONITORIA [+];03.01.2014
1.011.609;MONITORIA [+];03.01.2014
120.345;DIREÇÃO [N];17.01.2014
1.122.491;DIREÇÃO [N];17.01.2014
120.179;DIREÇÃO [N];20.01.2014
120.123;ATENDIMENTO PSICOPEDAGÓGICO;21.01.2014
1.121.427;ATENDIMENTO PSICOPEDAGÓGICO;21.01.2014
1.122.731;ATENDIMENTO PSICOPEDAGÓGICO;21.01.2014
120.119;DIREÇÃO [N];21.01.2014
1.122.637;DIREÇÃO [N];21.01.2014
120.065;FALTA REGULAR TURMA  ITA (VESPERTINO);21.01.2014
110.331;FALTA REGULAR MATUTINO [-];21.01.2014
110.378;FALTA REGULAR MATUTINO [-];21.01.2014
120.024;FALTA REGULAR MATUTINO [-];21.01.2014
120.048;FALTA REGULAR MATUTINO [-];21.01.2014
120.061;FALTA REGULAR MATUTINO [-];21.01.2014
120.065;FALTA REGULAR MATUTINO [-];21.01.2014
120.066;FALTA REGULAR MATUTINO [-];21.01.2014
120.071;FALTA REGULAR MATUTINO [-];21.01.2014
120.122;FALTA REGULAR MATUTINO [-];21.01.2014
120.164;FALTA REGULAR MATUTINO [-];21.01.2014
120.188;FALTA REGULAR MATUTINO [-];21.01.2014
120.199;FALTA REGULAR MATUTINO [-];21.01.2014
120.240;FALTA REGULAR MATUTINO [-];21.01.2014
120.247;FALTA REGULAR MATUTINO [-];21.01.2014
120.258;FALTA REGULAR MATUTINO [-];21.01.2014
120.338;FALTA REGULAR MATUTINO [-];21.01.2014
120.438;FALTA REGULAR MATUTINO [-];21.01.2014
120.452;FALTA REGULAR MATUTINO [-];21.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.138;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.164;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.204;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.303;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.304;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.345;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.357;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.402;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.410;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.423;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.435;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.438;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.441;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.488;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.586;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.221;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.241;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.407;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.454;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.457;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.518;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.519;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.603;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.637;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.648;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.650;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.664;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.699;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.746;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.837;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.868;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.909;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.926;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.933;FALTA REGULAR MATUTINO [-];21.01.2014
1.122.969;FALTA REGULAR MATUTINO [-];21.01.2014
4.120.066;FALTA REGULAR MATUTINO [-];21.01.2014
4.120.117;FALTA REGULAR MATUTINO [-];21.01.2014
4.120.148;FALTA REGULAR MATUTINO [-];21.01.2014
4.120.438;FALTA REGULAR MATUTINO [-];21.01.2014
4.120.459;FALTA REGULAR MATUTINO [-];21.01.2014
1.121.242;OBSERVAÇÃO [-];21.01.2014
1.121.140;DIREÇÃO [N];22.01.2014
1.122.731;DIREÇÃO [N];22.01.2014
1.121.247;DIREÇÃO [N];22.01.2014
120.071;FALTA REGULAR TURMA  ITA (VESPERTINO);22.01.2014
1.123.108;FALTA REGULAR TURMA  ITA (VESPERTINO);22.01.2014
110.331;FALTA REGULAR MATUTINO [-];22.01.2014
120.012;FALTA REGULAR MATUTINO [-];22.01.2014
120.013;FALTA REGULAR MATUTINO [-];22.01.2014
120.048;FALTA REGULAR MATUTINO [-];22.01.2014
120.099;FALTA REGULAR MATUTINO [-];22.01.2014
120.122;FALTA REGULAR MATUTINO [-];22.01.2014
120.192;FALTA REGULAR MATUTINO [-];22.01.2014
120.242;FALTA REGULAR MATUTINO [-];22.01.2014
120.247;FALTA REGULAR MATUTINO [-];22.01.2014
120.258;FALTA REGULAR MATUTINO [-];22.01.2014
120.338;FALTA REGULAR MATUTINO [-];22.01.2014
120.395;FALTA REGULAR MATUTINO [-];22.01.2014
120.438;FALTA REGULAR MATUTINO [-];22.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.164;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.203;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.260;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.303;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.303;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.410;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.435;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.488;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.561;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.807;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.407;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.457;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.526;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.554;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.603;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.631;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.637;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.647;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.648;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.664;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.725;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.926;FALTA REGULAR MATUTINO [-];22.01.2014
1.122.969;FALTA REGULAR MATUTINO [-];22.01.2014
4.120.091;FALTA REGULAR MATUTINO [-];22.01.2014
4.120.117;FALTA REGULAR MATUTINO [-];22.01.2014
4.120.148;FALTA REGULAR MATUTINO [-];22.01.2014
4.120.362;FALTA REGULAR MATUTINO [-];22.01.2014
1.121.525;OBSERVAÇÃO [-];22.01.2014
120.166;HORÁRIO DE SAÍDA;22.01.2014
1.120.125;HORÁRIO DE SAÍDA;22.01.2014
1.121.287;HORÁRIO DE SAÍDA;22.01.2014
1.121.432;HORÁRIO DE SAÍDA;22.01.2014
1.122.748;HORÁRIO DE SAÍDA;22.01.2014
120.126;ATENDIMENTO PSICOPEDAGÓGICO;23.01.2014
120.154;ATENDIMENTO PSICOPEDAGÓGICO;23.01.2014
1.121.392;ATENDIMENTO PSICOPEDAGÓGICO;23.01.2014
1.121.789;ATENDIMENTO PSICOPEDAGÓGICO;23.01.2014
1.122.474;ATENDIMENTO PSICOPEDAGÓGICO;23.01.2014
110.331;FALTA REGULAR MATUTINO [-];23.01.2014
110.378;FALTA REGULAR MATUTINO [-];23.01.2014
120.024;FALTA REGULAR MATUTINO [-];23.01.2014
120.048;FALTA REGULAR MATUTINO [-];23.01.2014
120.083;FALTA REGULAR MATUTINO [-];23.01.2014
120.122;FALTA REGULAR MATUTINO [-];23.01.2014
120.247;FALTA REGULAR MATUTINO [-];23.01.2014
120.258;FALTA REGULAR MATUTINO [-];23.01.2014
120.338;FALTA REGULAR MATUTINO [-];23.01.2014
120.348;FALTA REGULAR MATUTINO [-];23.01.2014
120.438;FALTA REGULAR MATUTINO [-];23.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.164;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.203;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.252;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.280;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.287;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.353;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.410;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.435;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.467;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.488;FALTA REGULAR MATUTINO [-];23.01.2014
1.121.807;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.407;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.457;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.637;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.648;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.664;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.748;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.837;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];23.01.2014
1.122.969;FALTA REGULAR MATUTINO [-];23.01.2014
4.120.117;FALTA REGULAR MATUTINO [-];23.01.2014
4.120.252;FALTA REGULAR MATUTINO [-];23.01.2014
4.120.285;FALTA REGULAR MATUTINO [-];23.01.2014
120.085;HORÁRIO DE SAÍDA;23.01.2014
1.121.934;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];24.01.2014
1.123.002;DEIXOU DE FAZER TAREFA MÍNIMA E REDAÇÃO SEMANAL [-];24.01.2014
1.122.221;FALTA REGULAR TURMA  ITA (VESPERTINO);24.01.2014
110.331;FALTA REGULAR MATUTINO [-];24.01.2014
110.378;FALTA REGULAR MATUTINO [-];24.01.2014
120.122;FALTA REGULAR MATUTINO [-];24.01.2014
120.247;FALTA REGULAR MATUTINO [-];24.01.2014
120.258;FALTA REGULAR MATUTINO [-];24.01.2014
120.338;FALTA REGULAR MATUTINO [-];24.01.2014
120.438;FALTA REGULAR MATUTINO [-];24.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.060;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.061;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.164;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.203;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.260;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.270;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.272;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.303;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.362;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.391;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.410;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.488;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.549;FALTA REGULAR MATUTINO [-];24.01.2014
1.121.807;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.407;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.457;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.637;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.648;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.664;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.837;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];24.01.2014
1.122.969;FALTA REGULAR MATUTINO [-];24.01.2014
4.120.117;FALTA REGULAR MATUTINO [-];24.01.2014
120.248;HORÁRIO DE SAÍDA;24.01.2014
1.121.039;HORÁRIO DE SAÍDA;24.01.2014
1.121.060;HORÁRIO DE SAÍDA;24.01.2014
1.121.362;1º ATRASO AULA REGULAR [-];25.01.2014
1.121.652;FALTA SIMULADO [-];25.01.2014
110.178;FALTA REGULAR MATUTINO [-];25.01.2014
110.378;FALTA REGULAR MATUTINO [-];25.01.2014
120.014;FALTA REGULAR MATUTINO [-];25.01.2014
120.083;FALTA REGULAR MATUTINO [-];25.01.2014
120.111;FALTA REGULAR MATUTINO [-];25.01.2014
120.122;FALTA REGULAR MATUTINO [-];25.01.2014
120.225;FALTA REGULAR MATUTINO [-];25.01.2014
120.247;FALTA REGULAR MATUTINO [-];25.01.2014
120.292;FALTA REGULAR MATUTINO [-];25.01.2014
120.338;FALTA REGULAR MATUTINO [-];25.01.2014
120.351;FALTA REGULAR MATUTINO [-];25.01.2014
120.434;FALTA REGULAR MATUTINO [-];25.01.2014
120.438;FALTA REGULAR MATUTINO [-];25.01.2014
1.121.500;FALTA REGULAR MATUTINO [-];25.01.2014
1.122.562;FALTA REGULAR MATUTINO [-];25.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];25.01.2014
1.122.969;FALTA REGULAR MATUTINO [-];25.01.2014
1.123.106;FALTA REGULAR MATUTINO [-];25.01.2014
120.046;OBSERVAÇÃO [-];25.01.2014
120.177;OBSERVAÇÃO [-];25.01.2014
110.369;HORÁRIO DE SAÍDA;25.01.2014
120.057;HORÁRIO DE SAÍDA;25.01.2014
120.099;HORÁRIO DE SAÍDA;25.01.2014
1.122.557;DIREÇÃO [N];27.01.2014
120.083;FALTA REGULAR MATUTINO [-];27.01.2014
120.292;FALTA REGULAR MATUTINO [-];27.01.2014
120.306;FALTA REGULAR MATUTINO [-];27.01.2014
1.120.796;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.241;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.247;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.303;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.353;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];27.01.2014
1.121.807;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.518;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.647;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.690;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.795;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.837;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.839;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.909;FALTA REGULAR MATUTINO [-];27.01.2014
4.120.089;FALTA REGULAR MATUTINO [-];27.01.2014
4.120.112;FALTA REGULAR MATUTINO [-];27.01.2014
1.122.604;OBSERVAÇÃO [-];27.01.2014
1.122.618;OBSERVAÇÃO [-];27.01.2014
1.122.733;OBSERVAÇÃO [-];27.01.2014
120.057;HORÁRIO DE SAÍDA;27.01.2014
120.444;HORÁRIO DE SAÍDA;27.01.2014
1.012.000;HORÁRIO DE SAÍDA;27.01.2014
1.121.353;HORÁRIO DE SAÍDA;27.01.2014
100.152;MONITORIA [+];27.01.2014
100.152;MONITORIA [+];27.01.2014
110.221;MONITORIA [+];27.01.2014
110.221;MONITORIA [+];27.01.2014
120.041;MONITORIA [+];27.01.2014
120.061;MONITORIA [+];27.01.2014
120.067;MONITORIA [+];27.01.2014
120.069;MONITORIA [+];27.01.2014
120.096;MONITORIA [+];27.01.2014
120.097;MONITORIA [+];27.01.2014
120.120;MONITORIA [+];27.01.2014
120.123;MONITORIA [+];27.01.2014
120.126;MONITORIA [+];27.01.2014
120.148;MONITORIA [+];27.01.2014
120.167;MONITORIA [+];27.01.2014
120.186;MONITORIA [+];27.01.2014
120.198;MONITORIA [+];27.01.2014
120.199;MONITORIA [+];27.01.2014
120.305;MONITORIA [+];27.01.2014
120.345;MONITORIA [+];27.01.2014
120.357;MONITORIA [+];27.01.2014
120.420;MONITORIA [+];27.01.2014
120.440;MONITORIA [+];27.01.2014
120.462;MONITORIA [+];27.01.2014
120.473;MONITORIA [+];27.01.2014
120.474;MONITORIA [+];27.01.2014
1.120.100;MONITORIA [+];27.01.2014
1.120.143;MONITORIA [+];27.01.2014
1.120.634;MONITORIA [+];27.01.2014
1.121.405;MONITORIA [+];27.01.2014
1.121.437;MONITORIA [+];27.01.2014
1.121.456;MONITORIA [+];27.01.2014
1.121.840;MONITORIA [+];27.01.2014
1.121.865;MONITORIA [+];27.01.2014
1.122.059;MONITORIA [+];27.01.2014
1.122.225;MONITORIA [+];27.01.2014
1.122.297;MONITORIA [+];27.01.2014
1.122.606;MONITORIA [+];27.01.2014
1.122.748;MONITORIA [+];27.01.2014
1.122.819;MONITORIA [+];27.01.2014
1.122.911;MONITORIA [+];27.01.2014
1.122.913;MONITORIA [+];27.01.2014
1.123.007;MONITORIA [+];27.01.2014
1.123.053;MONITORIA [+];27.01.2014
1.123.063;MONITORIA [+];27.01.2014
90.164;AULA DE INGLES [+];27.01.2014
100.034;AULA DE INGLES [+];27.01.2014
110.014;AULA DE INGLES [+];27.01.2014
110.226;AULA DE INGLES [+];27.01.2014
110.231;AULA DE INGLES [+];27.01.2014
1.011.415;AULA DE INGLES [+];27.01.2014
1.120.861;AULA DE INGLES [+];27.01.2014
1.122.404;AULA DE INGLES [+];27.01.2014
1.122.808;AULA DE INGLES [+];27.01.2014
1.122.831;AULA DE INGLES [+];27.01.2014
1.122.870;AULA DE INGLES [+];27.01.2014
1.122.913;AULA DE INGLES [+];27.01.2014
1.122.923;AULA DE INGLES [+];27.01.2014
1.122.960;AULA DE INGLES [+];27.01.2014
1.122.984;AULA DE INGLES [+];27.01.2014
1.122.985;AULA DE INGLES [+];27.01.2014
1.123.079;AULA DE INGLES [+];27.01.2014
1.123.117;AULA DE INGLES [+];27.01.2014
1.123.122;AULA DE INGLES [+];27.01.2014
120.237;1º ATRASO AULA REGULAR [-];27.01.2014
1.120.125;1º ATRASO AULA REGULAR [-];27.01.2014
1.120.481;1º ATRASO AULA REGULAR [-];27.01.2014
1.121.215;1º ATRASO AULA REGULAR [-];27.01.2014
1.121.251;1º ATRASO AULA REGULAR [-];27.01.2014
1.121.361;1º ATRASO AULA REGULAR [-];27.01.2014
1.122.526;1º ATRASO AULA REGULAR [-];27.01.2014
1.122.908;1º ATRASO AULA REGULAR [-];27.01.2014
4.120.076;1º ATRASO AULA REGULAR [-];27.01.2014
110.378;DEIXOU DE FAZER TAREFA MÍNIMA E REDAÇÃO SEMANAL [-];28.01.2014
1.122.221;APOIO PEDAGÓGICO;28.01.2014
1.122.603;DEIXOU DE FAZER TAREFA MÍNIMA E REDAÇÃO SEMANAL [-];28.01.2014
120.040;FALTA REGULAR MATUTINO [-];28.01.2014
120.148;FALTA REGULAR MATUTINO [-];28.01.2014
120.292;FALTA REGULAR MATUTINO [-];28.01.2014
1.012.000;FALTA REGULAR MATUTINO [-];28.01.2014
1.120.792;FALTA REGULAR MATUTINO [-];28.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];28.01.2014
1.120.878;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.196;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.203;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.353;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.361;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.404;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.550;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.567;FALTA REGULAR MATUTINO [-];28.01.2014
1.122.445;FALTA REGULAR MATUTINO [-];28.01.2014
1.122.576;FALTA REGULAR MATUTINO [-];28.01.2014
1.122.629;FALTA REGULAR MATUTINO [-];28.01.2014
1.122.688;FALTA REGULAR MATUTINO [-];28.01.2014
1.122.837;FALTA REGULAR MATUTINO [-];28.01.2014
4.120.089;FALTA REGULAR MATUTINO [-];28.01.2014
4.120.168;FALTA REGULAR MATUTINO [-];28.01.2014
1.121.087;OBSERVAÇÃO [-];28.01.2014
1.121.132;OBSERVAÇÃO [-];28.01.2014
1.123.158;OBSERVAÇÃO [-];28.01.2014
100.232;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
110.034;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
110.074;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
110.094;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
110.120;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.120.123;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.120.697;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.120.792;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.121.185;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.121.456;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.121.477;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.121.918;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.034;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.045;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.202;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.890;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.910;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.929;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.959;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.122.993;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
1.123.120;DEIXOU DE FAZER REDAÇÃO SEMANAL [-];28.01.2014
110.034;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
110.074;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
110.094;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
110.120;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
110.279;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.123;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.198;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.298;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.310;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.697;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.120.792;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.185;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.326;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.477;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.918;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.960;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.121.991;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.034;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.045;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.193;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.202;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.803;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.818;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.821;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.881;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.890;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.910;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.916;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.929;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.958;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
1.122.963;DEIXOU DE FAZER TAREFA MÍNIMA SEMANAL [-];28.01.2014
